Race,PartName,Slot,Variant,Tier,Hand,PrimaryBone,SizeWxHxD_cm,MeshyPrompt,NegativePrompt
Elf,ELF_Units_Head_K,Head,K,heavy/plate tier,,Bip001 Head001,13×19×13 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. heavy/plate tier variant K. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 13 cm wide × 19 cm tall × 13 cm deep. Placement: attaches to the Bip001 Head001 bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Head_O,Head,O,heavy/plate tier,,Bip001 Head001,10×20×13 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. heavy/plate tier variant O. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 10 cm wide × 20 cm tall × 13 cm deep. Placement: attaches to the Bip001 Head001 bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Head_P,Head,P,heavy/plate tier,,Bip001 Head001,10×20×13 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. heavy/plate tier variant P. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 10 cm wide × 20 cm tall × 13 cm deep. Placement: attaches to the Bip001 Head001 bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_weapon_bow,Bow,,,left,,61×4×13 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper recurve bow. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 61 cm wide × 4 cm tall × 13 cm deep. Placement: left hand grip. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_weapon_staff_B,Staff,B,light/cloth tier,right,,79×17×7 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper magic staff with crystal/orb finial. light/cloth tier variant B. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 79 cm wide × 17 cm tall × 7 cm deep. Placement: right hand, vertical. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_weapon_staff_C,Staff,C,medium/leather tier,right,,80×21×11 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper magic staff with crystal/orb finial. medium/leather tier variant C. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 80 cm wide × 21 cm tall × 11 cm deep. Placement: right hand, vertical. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_weapon_staff_A,Staff,A,light/cloth tier,right,,79×14×5 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper magic staff with crystal/orb finial. light/cloth tier variant A. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 79 cm wide × 14 cm tall × 5 cm deep. Placement: right hand, vertical. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_shield_C,Shield,C,medium/leather tier,left,,6×60×22 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper kite/round shield. medium/leather tier variant C. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 6 cm wide × 60 cm tall × 22 cm deep. Placement: left forearm strap. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_shield_B,Shield,B,light/cloth tier,left,,5×44×19 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper kite/round shield. light/cloth tier variant B. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 5 cm wide × 44 cm tall × 19 cm deep. Placement: left forearm strap. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_shield_A,Shield,A,light/cloth tier,left,,4×31×20 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper kite/round shield. light/cloth tier variant A. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 4 cm wide × 31 cm tall × 20 cm deep. Placement: left forearm strap. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_weapon_axe,Axe,,,right,,41×4×11 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper one-handed war axe. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 41 cm wide × 4 cm tall × 11 cm deep. Placement: right hand grip. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_weapon_hammer,Hammer,,,right,,29×5×13 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper two-handed war hammer. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 29 cm wide × 5 cm tall × 13 cm deep. Placement: right hand grip. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_weapon_sword_B,Sword,B,light/cloth tier,right,,53×3×8 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper one-handed sword. light/cloth tier variant B. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 53 cm wide × 3 cm tall × 8 cm deep. Placement: right hand grip, blade pointing up. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_weapon_dagger,Dagger,,,right,,33×4×7 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper dagger / short blade. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 33 cm wide × 4 cm tall × 7 cm deep. Placement: right hand reverse-grip. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_weapon_sword_A,Sword,A,light/cloth tier,right,,52×5×8 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper one-handed sword. light/cloth tier variant A. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 52 cm wide × 5 cm tall × 8 cm deep. Placement: right hand grip, blade pointing up. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_weapon_spear,Spear,,,right,,89×4×6 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper long spear. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 89 cm wide × 4 cm tall × 6 cm deep. Placement: right hand grip, vertical. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Xtra_wood,Lumber,,,,,34×30×18 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper log of carry-wood. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 34 cm wide × 30 cm tall × 18 cm deep. Placement: shouldered or back-strap. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Xtra_bag,Belt Bag,,,,,21×32×24 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper belt-pouch / satchel. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 21 cm wide × 32 cm tall × 24 cm deep. Placement: hangs from waist belt. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Xtra_quiver,Quiver,,,,,11×7×37 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper arrow quiver. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 11 cm wide × 7 cm tall × 37 cm deep. Placement: strapped to back, over shoulder. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Legs_A,Legs,A,light/cloth tier,,Bip001 R Foot,19×16×14 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper greaves / leg armor / leggings. light/cloth tier variant A. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 19 cm wide × 16 cm tall × 14 cm deep. Placement: attaches to the Bip001 R Foot bone (hip to ankle). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Arms_A,Arms,A,light/cloth tier,,Bip001 R Hand,59×10×15 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper arm guards / bracers / sleeves. light/cloth tier variant A. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 59 cm wide × 10 cm tall × 15 cm deep. Placement: attaches to the Bip001 R Hand bone (wrist to elbow on both arms). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Body_F,Body,F,heavy/plate tier,,Bip001 Spine,40×19×54 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper chest armor (cuirass / tunic / robe top). heavy/plate tier variant F. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 40 cm wide × 19 cm tall × 54 cm deep. Placement: attaches to the Bip001 Spine bone (covers shoulders down to waist). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Body_A,Body,A,light/cloth tier,,Bip001 Spine,43×14×43 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper chest armor (cuirass / tunic / robe top). light/cloth tier variant A. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 43 cm wide × 14 cm tall × 43 cm deep. Placement: attaches to the Bip001 Spine bone (covers shoulders down to waist). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Head_A,Head,A,light/cloth tier,,Bip001 Head,9×14×12 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. light/cloth tier variant A. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 9 cm wide × 14 cm tall × 12 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Body_B,Body,B,light/cloth tier,,Bip001 Spine,43×15×44 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper chest armor (cuirass / tunic / robe top). light/cloth tier variant B. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 43 cm wide × 15 cm tall × 44 cm deep. Placement: attaches to the Bip001 Spine bone (covers shoulders down to waist). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Arms_B,Arms,B,light/cloth tier,,Bip001 R Hand,59×10×15 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper arm guards / bracers / sleeves. light/cloth tier variant B. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 59 cm wide × 10 cm tall × 15 cm deep. Placement: attaches to the Bip001 R Hand bone (wrist to elbow on both arms). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Legs_B,Legs,B,light/cloth tier,,Bip001 R Foot,19×16×15 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper greaves / leg armor / leggings. light/cloth tier variant B. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 19 cm wide × 16 cm tall × 15 cm deep. Placement: attaches to the Bip001 R Foot bone (hip to ankle). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Body_E,Body,E,medium/leather tier,,Bip001 Spine,43×15×43 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper chest armor (cuirass / tunic / robe top). medium/leather tier variant E. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 43 cm wide × 15 cm tall × 43 cm deep. Placement: attaches to the Bip001 Spine bone (covers shoulders down to waist). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Arms_C,Arms,C,medium/leather tier,,Bip001 R Hand,59×10×15 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper arm guards / bracers / sleeves. medium/leather tier variant C. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 59 cm wide × 10 cm tall × 15 cm deep. Placement: attaches to the Bip001 R Hand bone (wrist to elbow on both arms). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Legs_C,Legs,C,medium/leather tier,,Bip001 R Foot,19×16×14 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper greaves / leg armor / leggings. medium/leather tier variant C. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 19 cm wide × 16 cm tall × 14 cm deep. Placement: attaches to the Bip001 R Foot bone (hip to ankle). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Head_C,Head,C,medium/leather tier,,Bip001 Head,10×16×13 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. medium/leather tier variant C. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 10 cm wide × 16 cm tall × 13 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Body_C,Body,C,medium/leather tier,,Bip001 Spine,43×15×43 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper chest armor (cuirass / tunic / robe top). medium/leather tier variant C. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 43 cm wide × 15 cm tall × 43 cm deep. Placement: attaches to the Bip001 Spine bone (covers shoulders down to waist). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Shoulderpads_B,Shoulders,B,light/cloth tier,,Bip001 R Clavicle,34×9×13 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper pauldron / shoulder pad pair. light/cloth tier variant B. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 34 cm wide × 9 cm tall × 13 cm deep. Placement: attaches to the Bip001 R Clavicle bone (sits on top of the shoulders). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Head_E,Head,E,medium/leather tier,,Bip001 Head,8×18×12 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. medium/leather tier variant E. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 8 cm wide × 18 cm tall × 12 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Head_B,Head,B,light/cloth tier,,Bip001 Head,9×14×14 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. light/cloth tier variant B. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 9 cm wide × 14 cm tall × 14 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Head_D,Head,D,medium/leather tier,,Bip001 Head,10×16×13 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. medium/leather tier variant D. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 10 cm wide × 16 cm tall × 13 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Head_G,Head,G,heavy/plate tier,,Bip001 Head,8×16×12 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. heavy/plate tier variant G. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 8 cm wide × 16 cm tall × 12 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Head_L,Head,L,heavy/plate tier,,Bip001 Head,8×17×13 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. heavy/plate tier variant L. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 8 cm wide × 17 cm tall × 13 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Body_D,Body,D,medium/leather tier,,Bip001 Spine,43×15×43 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper chest armor (cuirass / tunic / robe top). medium/leather tier variant D. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 43 cm wide × 15 cm tall × 43 cm deep. Placement: attaches to the Bip001 Spine bone (covers shoulders down to waist). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Shoulderpads_A,Shoulders,A,light/cloth tier,,Bip001 L Clavicle,28×8×13 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper pauldron / shoulder pad pair. light/cloth tier variant A. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 28 cm wide × 8 cm tall × 13 cm deep. Placement: attaches to the Bip001 L Clavicle bone (sits on top of the shoulders). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
